timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1673242083261,26285,cart,200,OK,rokomari 1-130,text,true,,143231,240,295,295,https://www.rokomari.com/cart,638,0,0
1673242083261,638,cart-0,301,Moved Permanently,rokomari 1-130,text,true,,1041,118,295,295,https://rokomari.com/cart,638,0,0
1673242083899,25647,cart-1,200,OK,rokomari 1-130,text,true,,142190,122,295,295,https://www.rokomari.com/cart,602,0,0
1673242093663,15938,search,200,OK,rokomari 1-82,text,true,,89772,292,294,294,https://www.rokomari.com/search?term=humayun+ahmed+book,1948,0,1143
1673242093663,1948,search-0,301,Moved Permanently,rokomari 1-82,text,true,,1075,144,294,294,https://rokomari.com/search?term=humayun+ahmed+book,1948,0,1143
1673242095611,13990,search-1,200,OK,rokomari 1-82,text,true,,88697,148,294,294,https://www.rokomari.com/search?term=humayun+ahmed+book,1932,0,1263
1673241745309,364349,electronics,200,OK,rokomari 1-293,text,true,,459546,268,294,294,https://www.rokomari.com/electronics?ref=nm,1723,0,1093
1673241745309,1723,electronics-0,301,Moved Permanently,rokomari 1-293,text,true,,1055,132,294,294,https://rokomari.com/electronics?ref=nm,1723,0,1093
1673241747033,362625,electronics-1,200,OK,rokomari 1-293,text,true,,458491,136,294,294,https://www.rokomari.com/electronics?ref=nm,1742,0,1114
1673242024884,84823,kids-toys,200,OK,rokomari 1-81,text,true,,260617,310,294,294,https://www.rokomari.com/product/category/2864/kids-toys-&-games,3122,0,2175
